state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
IA,175,415,no,no,0,137.0,146,23.29,210.1,134,17.86,281.5,172,12.67,9.1,13,2.46,1,False
LA,132,408,no,yes,6,221.4,1,37.64,239.1,139,20.32,140.4,145,6.32,14.5,13,3.92,5,False
NC,179,415,no,no,0,101.0,91,17.17,177.3,60,15.07,240.7,45,10.83,2.2,6,0.59,8,False
CO,85,408,no,no,0,217.4,58,36.96,160.0,152,13.6,176.1,1,7.92,12.9,12,3.48,5,False
NE,195,408,no,no,0,193.5,70,32.9,176.1,129,14.97,186.6,16,8.4,5.6,13,1.51,6,False
MN,45,415,no,yes,46,233.5,69,39.7,256.5,25,21.8,239.2,117,10.76,10.4,9,2.81,8,False
NE,136,408,no,yes,18,52.5,160,8.93,343.4,68,29.19,192.2,15,8.65,12.7,12,3.43,4,False
ND,87,510,no,no,0,130.3,24,22.15,234.1,61,19.9,176.5,109,7.94,5.0,5,1.35,0,False
VA,16,408,no,no,0,126.0,69,21.42,197.3,166,16.77,173.3,172,7.8,13.5,10,3.65,8,False
PA,77,408,yes,no,0,119.6,155,20.33,151.4,115,12.87,92.7,47,4.17,9.6,5,2.59,9,True
IN,195,415,no,no,0,203.0,145,34.51,148.2,114,12.6,241.2,151,10.85,7.7,10,2.08,6,False
OK,240,415,yes,yes,45,164.1,62,27.9,222.8,138,18.94,145.6,94,6.55,10.6,18,2.86,7,False
DE,9,408,no,no,0,132.9,48,22.59,161.2,101,13.7,300.4,91,13.52,11.5,16,3.11,1,False
OH,60,415,yes,no,0,120.4,122,20.47,253.1,41,21.51,184.5,160,8.3,16.6,2,4.48,4,False
ME,78,510,no,no,0,128.1,123,21.78,170.2,9,14.47,270.7,105,12.18,9.5,0,2.57,7,False
NJ,77,510,no,no,0,226.8,39,38.56,273.6,122,23.26,102.3,102,4.6,12.4,15,3.35,6,False
IN,71,415,no,no,0,176.4,84,29.99,180.1,18,15.31,239.5,131,10.78,10.3,11,2.78,6,False
MD,15,408,no,no,0,224.9,86,38.23,258.8,3,22.0,253.4,0,11.4,11.0,13,2.97,3,False
WI,71,510,no,no,0,323.9,79,55.06,235.3,2,20.0,270.4,32,12.17,9.3,17,2.51,1,False
MO,102,510,no,no,0,179.0,3,30.43,244.2,141,20.76,117.5,130,5.29,7.9,2,2.13,9,False
SC,226,408,no,no,0,103.5,33,17.6,197.5,9,16.79,162.1,100,7.29,11.1,7,3.0,2,False
MS,169,415,no,no,0,172.6,4,29.34,167.1,5,14.2,231.1,44,10.4,7.2,17,1.94,8,False
IN,22,510,no,yes,46,281.5,149,47.86,252.5,30,21.46,208.0,20,9.36,4.4,15,1.19,3,True
MT,152,408,yes,yes,2,238.7,147,40.58,292.5,30,24.86,215.8,72,9.71,28.356754658500414,14,7.66,0,False
PA,113,408,no,no,0,145.1,102,24.67,149.9,8,12.74,180.5,56,8.12,7.7,1,2.08,9,True
MN,229,510,no,no,0,163.6,33,27.81,225.3,107,19.15,283.7,167,12.77,9.2,15,2.48,3,False
MI,172,415,yes,no,0,221.9,5,37.72,225.1,123,19.13,340.9,61,15.34,5.3,9,1.43,7,False
WV,1,510,no,no,0,205.9,28,35.0,209.5,153,17.81,205.6,170,9.25,12.7,10,3.43,7,False
ME,10,408,no,no,0,222.4,52,37.81,274.0,129,23.29,224.5,120,10.1,2.5,18,0.68,9,False
VA,235,510,no,yes,49,167.1,0,28.41,161.4,3,13.72,203.0,173,9.14,11.2,18,3.02,9,False
AZ,208,415,no,no,0,201.0,58,34.17,257.0,5,21.85,269.3,23,12.12,11.5,9,3.11,1,False
TN,110,408,no,no,0,163.5,6,27.8,186.9,29,15.89,244.8,151,11.02,10.6,16,2.86,9,False
ME,200,415,no,no,0,255.2,159,43.38,81.8,155,6.95,142.4,137,6.41,12.9,0,3.48,3,True
FL,184,510,no,no,0,97.6,77,16.59,126.7,60,10.77,166.9,98,7.51,6.7,6,1.81,6,True
NV,113,510,no,no,0,97.7,50,16.61,202.8,76,17.24,145.5,67,6.55,15.5,15,4.19,7,False
MD,217,415,no,no,0,141.4,146,24.04,263.2,109,22.37,345.5,56,15.55,7.5,10,2.03,0,False
VT,50,510,no,no,0,143.4,26,24.38,256.1,35,21.77,234.3,171,10.54,11.9,20,3.21,7,False
CT,12,415,no,yes,8,97.6,62,16.59,206.4,132,17.54,167.8,74,7.55,15.1,17,4.08,0,False
IN,89,510,no,no,0,87.8,60,14.93,142.6,156,12.12,163.5,106,7.36,9.4,0,2.54,5,True
FL,209,415,no,no,0,237.7,60,40.41,139.4,99,11.85,243.5,47,10.96,8.0,1,2.16,4,False
ME,188,415,yes,no,0,171.0,125,29.07,222.4,139,18.9,248.9,76,11.2,12.2,1,3.29,9,False
WA,154,408,no,no,0,166.9,44,28.37,198.8,121,16.9,243.1,154,10.94,8.4,5,2.27,6,False
IN,238,408,no,no,0,183.0,148,31.11,250.5,149,21.29,177.0,29,7.96,7.6,7,2.05,5,False
PA,112,415,no,no,0,266.3,128,45.27,184.1,58,15.65,216.5,45,9.74,11.9,20,3.21,9,True
OK,78,510,no,no,0,186.3,94,31.67,161.6,109,13.74,206.0,139,9.27,12.1,19,3.27,0,False
SC,169,510,no,no,0,174.0,90,29.58,186.8,166,15.88,149.4,119,6.72,9.9,13,2.67,5,False
KY,164,510,no,no,0,145.6,43,24.75,200.3,129,17.03,150.0,59,6.75,10.2,20,2.75,2,False
NJ,290,415,no,no,0,212.3,61,36.09,97.3,13,8.27,222.2,146,10.0,10.5,19,2.84,5,True
FL,23,415,no,no,0,176.5,60,30.01,225.1,137,19.13,210.6,103,9.48,9.5,7,2.57,6,False
NC,171,415,no,no,0,269.2,78,45.76,208.3,63,17.71,229.9,67,10.35,9.2,16,2.48,5,False
MO,134,415,no,no,0,171.3,88,29.12,249.3,130,21.19,242.7,161,10.92,6.2,4,1.67,8,False
IN,239,408,no,yes,42,234.4,111,39.85,240.8,71,20.47,281.0,117,12.64,8.0,2,2.16,8,False
HI,197,415,no,no,0,141.6,110,24.07,256.2,20,21.78,158.1,123,7.11,10.0,17,2.7,7,False
OH,171,510,no,no,0,141.1,49,23.99,286.7,93,24.37,234.0,116,10.53,15.9,9,4.29,4,False
SD,25,408,no,no,0,81.4,40,13.84,208.1,146,17.69,240.5,6,10.82,6.8,3,1.84,9,True
IN,18,510,no,no,0,222.9,32,37.89,88.5,78,7.52,183.1,81,8.24,8.6,9,2.32,2,False
NJ,190,415,no,no,0,177.9,11,30.24,244.9,19,20.82,206.6,169,9.3,6.4,17,1.73,3,False
SD,141,408,no,no,0,214.5,1,36.47,262.2,57,22.29,184.5,52,8.3,4.2,12,1.13,9,False
AR,43,415,no,no,0,271.6,106,46.17,189.4,41,16.1,313.9,135,14.13,13.9,16,3.75,7,False
AR,78,408,no,no,0,134.3,148,22.83,98.2,93,8.35,205.7,149,9.26,11.5,13,3.11,8,False
NV,28,510,no,no,0,126.1,141,21.44,254.0,137,21.59,224.4,25,10.1,13.8,18,3.73,7,False
DE,146,415,no,yes,13,137.5,33,23.38,200.0,150,17.0,185.7,173,8.36,4.7,17,1.27,9,True
AK,59,415,no,no,0,66.4,84,11.29,132.9,87,11.3,174.1,116,7.83,11.8,7,3.19,2,False
SD,188,408,no,yes,43,169.6,150,28.83,187.4,139,15.93,129.7,80,5.84,16.0,17,4.32,6,False
VA,63,408,no,no,0,227.7,84,38.71,200.7,8,17.06,259.4,171,11.67,12.7,15,3.43,7,False
MI,185,415,yes,no,0,182.6,49,31.04,187.3,78,15.92,241.5,163,10.87,11.6,10,3.13,2,True
SD,92,408,no,no,0,95.2,141,16.18,175.2,156,14.89,183.7,40,8.27,7.8,16,2.11,0,False
KS,179,415,no,yes,40,160.7,105,27.32,249.5,81,21.21,151.4,110,6.81,14.1,17,3.81,6,False
NH,56,408,no,yes,33,186.8,45,31.76,269.9,147,22.94,209.7,81,9.44,8.2,18,2.21,2,False
WI,155,510,no,no,0,232.0,117,39.44,299.5,2,25.46,173.1,154,7.79,11.4,17,3.08,0,False
WV,160,408,no,no,0,223.0,4,37.91,149.8,135,12.73,188.0,69,8.46,7.1,13,1.92,6,False
NJ,111,510,no,no,0,161.3,65,27.42,267.3,38,22.72,131.8,97,5.93,9.7,16,2.62,6,True
ID,137,408,no,yes,15,161.2,149,27.4,210.7,63,17.91,211.7,168,9.53,12.7,7,3.43,3,False
OH,232,408,yes,yes,4,212.1,69,36.06,220.2,30,18.72,212.8,4,9.58,12.5,14,3.38,1,False
HI,224,415,no,no,0,148.0,107,25.16,262.9,110,22.35,259.1,156,11.66,10.0,16,2.7,9,False
VA,212,408,no,yes,29,226.2,1,38.45,198.5,122,16.87,191.9,121,8.64,16.0,20,4.32,4,True
WY,220,408,no,no,0,144.4,28,24.55,191.7,149,16.29,182.0,11,8.19,9.4,10,2.54,8,False
MA,225,510,no,no,0,263.8,60,44.85,165.6,95,14.08,115.9,152,5.22,13.2,5,3.56,5,False
MA,68,408,no,yes,4,192.7,99,32.76,141.5,4,12.03,259.5,161,11.68,8.4,18,2.27,9,False
CA,46,415,no,yes,42,74.2,127,12.61,168.7,57,14.34,248.2,74,11.17,6.5,15,1.76,8,False
WV,226,510,no,yes,12,214.6,143,36.48,209.7,104,17.82,201.6,23,9.07,9.4,11,2.54,0,False
MD,240,415,no,no,0,193.8,96,32.95,198.4,62,16.86,128.2,114,5.77,5.3,14,1.43,1,False
OR,67,415,no,no,0,206.3,96,35.07,181.6,60,15.44,134.4,112,6.05,10.9,10,2.94,5,False
AZ,154,415,no,no,0,301.6,13,51.27,183.2,51,15.57,170.5,62,7.67,10.3,6,2.78,2,False
UT,136,415,no,no,0,165.9,42,28.2,254.6,107,21.64,252.1,137,11.34,11.7,9,3.16,1,False
NC,6,510,no,no,0,96.2,69,16.35,210.0,100,17.85,215.7,132,9.71,10.0,18,2.7,5,False
FL,208,408,no,yes,43,248.4,54,42.23,150.3,32,12.78,119.4,88,5.37,9.2,4,2.48,6,False
FL,24,415,no,no,0,83.9,30,14.26,204.0,21,17.34,221.8,27,9.98,10.2,16,2.75,3,False
AR,176,510,no,no,0,139.7,75,23.75,232.4,50,19.75,154.7,44,6.96,13.2,18,3.56,9,True
OH,231,415,no,no,0,182.3,154,30.99,249.8,10,21.23,171.8,110,7.73,12.9,3,3.48,8,False
KY,94,408,no,no,0,131.5,51,22.36,229.8,126,19.53,252.5,167,11.36,13.6,0,3.67,2,False
ND,173,510,no,no,0,176.6,127,30.02,244.3,49,20.77,241.3,123,10.86,3.7,13,1.0,1,False
MS,13,510,no,yes,6,172.7,6,29.36,226.8,16,19.28,259.0,90,11.66,13.0,16,3.51,4,False
NY,197,408,no,no,0,262.9,99,44.69,98.6,43,8.38,198.8,135,8.95,12.0,13,3.24,8,True
AL,25,510,no,no,0,49.2,160,8.36,192.8,132,16.39,247.7,26,11.15,15.7,5,4.24,0,False
DE,148,408,no,no,0,184.7,135,31.4,196.4,38,16.69,168.3,144,7.57,8.5,4,2.3,5,False
VT,118,510,no,no,0,130.3,132,22.15,305.0,136,25.92,186.1,171,8.37,9.2,2,2.48,7,False
MN,82,510,no,no,0,149.6,60,25.43,239.7,22,20.37,182.4,30,8.21,10.7,14,2.89,6,False
WA,111,408,no,no,0,216.7,103,36.84,186.2,163,15.83,201.3,4,9.06,3.2,6,0.86,5,False
SC,82,408,yes,no,0,208.0,151,35.36,161.6,30,13.74,130.5,59,5.87,2.3,10,0.62,2,True
ID,66,510,no,yes,20,198.5,6,33.75,183.5,83,15.6,187.8,88,8.45,10.9,9,2.94,8,True
ID,202,510,no,no,0,112.1,82,19.06,159.8,22,13.58,278.4,146,12.53,6.8,13,1.84,4,False
VA,45,408,no,no,0,244.1,94,41.5,312.2,57,26.54,141.0,100,6.34,6.3,2,1.7,0,False
WA,114,408,yes,no,0,132.7,163,22.56,200.2,163,17.02,128.2,41,5.77,11.5,13,3.11,8,True
IA,175,510,no,no,0,254.9,26,43.33,243.1,87,20.66,132.6,22,5.97,5.6,16,1.51,9,False
SD,63,510,no,no,0,144.9,123,24.63,227.3,141,19.32,343.7,120,15.47,12.0,3,3.24,8,False
ME,76,510,no,no,0,235.7,156,40.07,234.5,24,19.93,225.1,108,10.13,7.6,5,2.05,0,False
MT,239,408,yes,no,0,185.5,86,31.54,156.1,45,13.27,185.4,76,8.34,7.5,19,2.03,6,False
NH,205,510,no,no,0,89.6,147,15.23,269.2,140,22.88,203.7,16,9.17,11.0,4,2.97,8,False
MI,114,415,no,no,0,160.8,69,27.34,196.5,61,16.7,212.3,113,9.55,6.5,9,1.76,1,False
SC,111,408,no,yes,24,271.9,113,46.22,277.5,18,23.59,165.4,57,7.44,14.9,6,4.02,9,False
MA,183,510,no,no,0,224.5,75,38.17,222.7,139,18.93,172.1,130,7.74,9.7,14,2.62,5,False
PA,203,408,yes,no,0,156.5,113,26.6,290.5,111,24.69,191.5,95,8.62,10.0,20,2.7,9,False
MD,147,415,no,no,0,250.4,2,42.57,231.6,89,19.69,160.9,44,7.24,11.8,20,3.19,0,False
NH,35,408,no,no,0,195.2,98,33.18,191.5,47,16.28,178.6,34,8.04,13.0,17,3.51,2,False
AR,231,510,no,yes,18,268.7,123,45.68,272.7,160,23.18,219.1,1,9.86,8.5,0,2.3,4,True
CT,53,415,no,no,0,175.7,44,29.87,208.1,164,17.69,146.2,46,6.58,11.9,3,3.21,6,False
NV,26,415,no,yes,40,164.2,125,27.91,228.4,133,19.41,340.9,2,15.34,12.1,10,3.27,4,False
NV,238,510,no,no,0,233.4,67,39.68,205.6,122,17.48,240.7,156,10.83,14.1,9,3.81,7,False
AR,14,510,no,no,0,193.6,30,32.91,173.4,116,14.74,131.4,127,5.91,8.7,12,2.35,4,True
MI,118,510,no,no,0,210.1,105,35.72,192.9,80,16.4,66.2,19,2.98,12.1,18,3.27,5,False
ID,45,408,no,no,0,133.4,37,22.68,237.3,99,20.17,162.9,161,7.33,11.6,9,3.13,1,False
VT,172,408,no,no,0,243.2,133,41.34,250.6,72,21.3,237.0,39,10.66,11.2,17,3.02,4,False
AZ,216,408,no,no,0,233.0,7,39.61,98.0,27,8.33,226.5,108,10.19,3.8,8,1.03,6,False
MI,233,510,no,yes,42,253.0,27,43.01,217.3,10,18.47,194.0,64,8.73,13.5,8,3.65,0,False
UT,193,510,no,no,0,106.6,14,18.12,197.0,147,16.74,167.5,89,7.54,12.9,19,3.48,9,False
AK,51,408,no,no,0,117.2,7,19.92,131.1,86,11.14,151.2,62,6.8,11.8,11,3.19,8,False
MS,171,415,no,yes,37,139.7,53,23.75,244.7,157,20.8,178.3,55,8.02,8.3,13,2.24,8,False
ND,119,408,no,no,0,167.1,133,28.41,293.1,100,24.91,145.3,159,6.54,14.6,1,3.94,7,False
NE,214,415,no,no,0,108.0,28,18.36,276.6,35,23.51,178.5,65,8.03,9.8,9,2.65,8,False
SD,151,510,no,yes,4,214.4,114,36.45,82.0,99,6.97,271.9,95,12.24,11.4,17,3.08,4,False
AL,184,510,no,no,0,156.3,33,26.57,217.6,118,18.5,158.4,168,7.13,6.8,5,1.84,6,False
DE,19,408,no,yes,32,247.8,6,42.13,167.9,97,14.27,233.0,156,10.48,9.1,1,2.46,0,False
MN,82,408,no,no,0,293.3,39,49.86,178.1,87,15.14,241.2,115,10.85,10.2,16,2.75,6,False
PA,76,510,no,no,0,147.9,73,25.14,188.1,35,15.99,141.7,86,6.38,7.5,17,2.03,8,False
CO,183,408,no,no,0,138.6,140,23.56,87.6,57,7.45,154.5,50,6.95,8.2,17,2.21,2,False
MI,220,510,no,no,0,220.4,61,37.47,96.0,27,8.16,257.7,11,11.6,11.5,20,3.11,8,True
MO,92,510,no,yes,47,185.2,85,31.48,205.3,38,17.45,150.0,43,6.75,12.9,13,3.48,4,False
LA,188,415,no,no,0,200.0,115,34.0,213.6,65,18.16,196.9,137,8.86,5.9,10,1.59,8,True
KY,187,408,no,yes,30,251.8,64,42.81,191.0,4,16.24,310.2,82,13.96,16.4,18,4.43,7,False
ID,33,510,no,yes,5,165.3,40,28.1,137.3,140,11.67,252.9,89,11.38,7.6,15,2.05,6,False
CO,147,408,no,no,0,122.4,122,20.81,180.4,8,15.33,204.6,8,9.21,7.1,7,1.92,9,False
MT,28,415,no,yes,12,113.6,115,19.31,274.7,102,23.35,245.4,156,11.04,14.3,17,3.86,5,False
NE,123,415,no,no,0,170.4,65,28.97,182.5,56,15.51,197.0,156,8.86,11.9,2,3.21,1,False
DE,180,408,no,no,0,161.0,115,27.37,175.4,26,14.91,255.0,91,11.48,12.7,3,3.43,6,False
ME,126,408,no,yes,25,226.7,138,38.54,264.1,102,22.45,89.5,124,4.03,7.6,20,2.05,1,False
TN,177,510,no,no,0,255.2,100,43.38,190.0,81,16.15,192.5,63,8.66,11.3,4,3.05,5,False
AL,37,415,yes,no,0,255.0,49,43.35,235.7,161,20.03,87.3,130,3.93,17.2,3,4.64,5,False
NH,154,415,no,no,0,142.1,70,24.16,224.5,84,19.08,208.7,114,9.39,7.6,6,2.05,8,False
VT,99,415,no,no,0,136.6,162,23.22,155.5,64,13.22,187.2,122,8.42,12.0,19,3.24,9,False
WI,98,408,no,yes,19,82.1,79,13.96,150.5,86,12.79,273.5,131,12.31,7.8,5,2.11,3,False
OH,127,510,no,no,0,180.2,78,30.63,132.3,33,11.25,238.4,141,10.73,7.1,16,1.92,8,False
SC,227,408,no,no,0,227.8,19,38.73,149.5,99,12.71,171.6,101,7.72,9.3,13,2.51,1,False
IN,168,408,no,yes,41,141.8,155,24.11,243.2,135,20.67,178.1,76,8.01,9.9,4,2.67,4,False
OH,80,408,no,no,0,100.1,122,17.02,159.1,93,13.52,220.6,155,9.93,9.5,14,2.57,2,False
WV,38,510,no,no,0,281.8,36,47.91,194.0,47,16.49,169.1,62,7.61,9.8,9,2.65,5,False
VT,77,408,no,yes,23,141.9,2,24.12,186.6,163,15.86,198.3,166,8.92,16.2,1,4.37,1,False
MD,126,415,no,no,0,173.9,92,29.56,220.4,99,18.73,271.1,107,12.2,14.8,11,4.0,9,False
WI,87,415,no,no,0,154.8,100,26.32,131.4,81,11.17,155.2,147,6.98,10.5,10,2.84,8,False
IL,54,415,no,yes,47,108.0,154,18.36,257.0,116,21.85,175.8,27,7.91,10.3,6,2.78,3,False
PA,150,510,no,no,0,228.7,31,38.88,274.2,10,23.31,183.4,123,8.25,14.1,6,3.81,6,False
WI,16,408,no,no,0,85.6,47,14.55,199.7,51,16.97,370.5,141,16.67,12.1,18,3.27,4,False
VA,28,510,no,yes,8,240.7,45,40.92,86.8,163,7.38,232.8,76,10.48,10.7,6,2.89,7,False
WI,240,408,no,no,0,194.5,113,33.07,157.2,30,13.36,261.1,74,11.75,16.3,13,4.4,3,False
DE,163,415,no,no,0,165.5,94,28.14,217.1,23,18.45,241.5,101,10.87,7.6,11,2.05,6,False
TX,188,408,no,no,0,166.4,46,28.29,220.0,148,18.7,245.1,38,11.03,10.0,9,2.7,4,False
MD,173,408,no,no,0,204.5,39,34.76,187.9,95,15.97,225.6,142,10.15,9.6,4,2.59,2,False
NC,46,408,no,no,0,145.3,130,24.7,257.1,157,21.85,219.7,72,9.89,11.3,6,3.05,7,False
MT,72,510,no,yes,23,189.5,115,32.22,171.6,120,14.59,121.7,130,5.48,7.0,5,1.89,5,False
RI,236,408,no,no,0,132.0,156,22.44,251.2,71,21.35,219.3,4,9.87,11.3,19,3.05,3,False
MA,183,408,no,yes,8,63.8,90,10.85,201.1,96,17.09,194.1,91,8.73,9.2,1,2.48,8,False
WI,214,408,no,no,0,213.3,57,36.26,172.1,114,14.63,229.5,169,10.33,12.9,12,3.48,8,False
TN,85,510,no,yes,0,311.6,9,52.97,238.3,63,20.26,196.2,142,8.83,9.1,15,2.46,1,False
TX,26,510,no,no,0,210.6,60,35.8,198.8,126,16.9,241.2,2,10.85,8.4,7,2.27,9,False
SD,232,510,no,no,0,177.4,110,30.16,246.3,116,20.94,250.8,162,11.29,11.9,12,3.21,8,False
FL,85,408,no,no,0,158.6,120,26.96,349.2,38,29.68,42.7,134,1.92,10.3,13,2.78,3,False
MS,153,415,no,no,0,160.3,60,27.25,153.4,128,13.04,176.6,93,7.95,9.3,4,2.51,8,False
OR,233,415,no,yes,17,158.6,150,26.96,245.9,96,20.9,99.7,151,4.49,9.5,2,2.57,9,False
WI,65,415,no,no,0,190.7,5,32.42,233.5,169,19.85,212.9,158,9.58,8.6,13,2.32,7,False
SD,134,408,no,no,0,51.1,74,8.69,291.7,76,24.79,183.8,77,8.27,15.8,12,4.27,9,False
KY,151,415,no,no,0,41.7,114,7.09,247.6,4,21.05,273.2,79,12.29,11.5,16,3.11,2,False
MS,115,415,no,no,0,204.4,154,34.75,281.2,139,23.9,211.2,114,9.5,12.2,8,3.29,9,False
MA,64,415,no,no,0,169.2,30,28.76,150.8,156,12.82,173.8,3,7.82,11.5,6,3.11,6,False
RI,87,408,no,yes,0,126.8,122,21.56,135.9,2,11.55,250.7,130,11.28,10.8,17,2.92,1,False
SD,171,415,yes,no,0,125.3,157,21.3,153.0,60,13.0,182.8,127,8.23,8.8,20,2.38,1,False
RI,107,415,yes,no,0,149.9,66,25.48,193.0,163,16.4,173.1,8,7.79,8.1,10,2.19,3,False
IL,151,408,no,no,0,157.4,12,26.76,271.5,110,23.08,221.3,67,9.96,8.8,15,2.38,9,True
HI,96,510,no,no,0,256.9,58,43.67,282.9,74,24.05,287.1,117,12.92,11.8,17,3.19,6,False
VA,158,415,no,no,0,122.2,53,20.77,182.4,129,15.5,246.1,87,11.07,8.8,6,2.38,3,False
ME,77,510,no,no,0,221.3,103,37.62,195.3,28,16.6,230.6,138,10.38,13.6,3,3.67,1,False
HI,235,415,yes,yes,15,211.9,20,36.02,141.2,40,12.0,348.6,163,15.69,14.7,18,3.97,1,False
IL,146,408,no,yes,20,168.7,42,28.68,204.7,28,17.4,160.4,124,7.22,5.2,20,1.4,4,False
VA,87,510,no,no,0,221.3,10,37.62,190.9,99,16.23,159.2,71,7.16,14.5,10,3.92,2,False
VT,207,510,no,yes,4,203.9,108,34.66,191.0,63,16.24,207.9,129,9.36,6.9,12,1.86,2,False
AL,225,510,no,yes,44,112.2,66,19.07,261.2,57,22.2,281.8,49,12.68,9.3,5,2.51,0,False
SC,149,510,no,yes,6,148.0,94,25.16,221.6,137,18.84,149.1,2,6.71,10.4,12,2.81,2,False
UT,57,415,no,yes,47,200.9,151,34.15,134.3,10,11.42,294.7,66,13.26,4.2,1,1.13,3,False
ME,103,415,no,no,0,147.7,105,25.11,70.9,134,6.03,122.3,84,5.5,8.1,13,2.19,5,True
ID,151,510,yes,no,0,213.0,50,36.21,229.2,76,19.48,193.5,114,8.71,10.5,12,2.84,5,False
DE,91,415,no,no,0,242.8,45,41.28,212.9,107,18.1,209.4,61,9.42,6.6,4,1.78,4,False
DE,45,510,no,no,0,178.5,42,30.35,220.3,93,18.73,152.3,13,6.85,6.5,2,1.76,3,False
VT,172,510,no,no,0,147.3,26,25.04,212.9,85,18.1,166.5,121,7.49,15.2,3,4.1,5,False
ID,210,408,no,no,0,141.1,84,23.99,142.6,64,12.12,243.0,22,10.93,10.4,13,2.81,4,False
WV,88,510,yes,no,0,160.3,157,27.25,191.3,26,16.26,277.8,122,12.5,12.8,17,3.46,9,False
NC,115,415,no,no,0,156.6,93,26.62,185.4,134,15.76,85.8,76,3.86,15.4,10,4.16,0,False
VT,47,510,no,no,0,226.7,126,38.54,196.9,64,16.74,209.7,15,9.44,12.3,18,3.32,1,False
MT,168,408,no,no,0,148.3,9,25.21,245.8,57,20.89,193.9,145,8.73,8.6,1,2.32,8,False
RI,179,415,yes,yes,25,170.5,130,28.99,171.6,24,14.59,205.8,12,9.26,8.3,1,2.24,9,False
NV,170,408,no,yes,8,222.1,59,37.76,142.0,47,12.07,182.9,124,8.23,11.5,2,3.11,3,False
CA,135,408,no,no,0,162.2,26,27.57,269.3,3,22.89,130.3,55,5.86,11.9,15,3.21,5,False
DE,50,510,no,no,0,156.0,122,26.52,163.8,135,13.92,283.3,172,12.75,10.7,0,2.89,4,False
MO,176,408,no,no,0,227.1,61,38.61,259.8,114,22.08,262.6,39,11.82,12.2,9,3.29,1,False
NE,84,408,no,no,0,242.6,151,41.24,310.7,3,26.41,194.4,102,8.75,9.7,5,2.62,0,False
VA,91,415,no,no,0,182.1,45,30.96,277.9,135,23.62,173.6,158,7.81,10.0,16,2.7,0,False
MN,134,408,no,no,0,269.7,125,45.85,234.9,89,19.97,167.1,103,7.52,8.8,18,2.38,0,False
NJ,91,510,no,no,0,189.0,62,32.13,190.9,15,16.23,60.4,31,2.72,7.6,11,2.05,5,False
VT,137,510,no,no,0,227.3,3,38.64,247.6,146,21.05,219.1,128,9.86,7.5,19,2.03,9,False
WA,109,510,no,no,0,285.6,15,48.55,199.8,128,16.98,242.1,34,10.89,9.0,15,2.43,6,False
MN,57,408,no,yes,21,146.1,73,24.84,273.2,100,23.22,207.4,35,9.33,12.1,1,3.27,6,False
WI,31,415,no,no,0,151.8,111,25.81,233.6,161,19.86,195.3,91,8.79,10.1,14,2.73,8,False
WA,21,510,no,no,0,223.2,100,37.94,220.3,111,18.73,207.2,65,9.32,8.8,18,2.38,2,False
MD,90,408,yes,no,0,171.3,44,29.12,203.5,44,17.3,153.9,28,6.93,9.3,0,2.51,8,True
LA,40,510,no,no,0,129.2,130,21.96,175.8,62,14.94,173.0,170,7.78,4.9,5,1.32,0,False
LA,112,510,no,no,0,161.1,16,27.39,200.9,93,17.08,191.0,156,8.59,8.5,17,2.3,1,False
AK,45,415,no,yes,16,103.6,164,17.61,215.9,133,18.35,237.6,42,10.69,12.1,18,3.27,6,False
AR,77,510,no,no,0,181.3,4,30.82,187.9,35,15.97,274.5,18,12.35,6.8,2,1.84,1,True
NJ,177,415,no,no,0,188.8,43,32.1,216.2,120,18.38,187.6,120,8.44,5.6,4,1.51,17,False
NC,87,408,no,yes,11,238.6,160,40.56,251.3,102,21.36,143.6,97,6.46,6.6,2,1.78,3,False
OK,148,510,no,no,0,243.7,20,41.43,215.2,65,18.29,201.9,30,9.09,8.6,6,2.32,1,True
LA,101,408,no,no,0,162.9,67,27.69,173.7,118,14.76,308.6,100,13.89,9.8,6,2.65,1,False
OR,117,408,no,no,0,293.8,31,49.95,60.5,7,5.14,148.3,18,6.67,10.6,0,2.86,0,False
ME,92,408,no,no,0,122.0,23,20.74,262.9,26,22.35,247.8,28,11.15,12.0,12,3.24,8,False
WA,145,510,no,yes,12,104.4,162,17.75,195.4,33,16.61,272.1,72,12.24,9.3,12,2.51,9,False
NV,28,415,no,no,0,112.9,145,19.19,211.2,27,17.95,180.6,134,8.13,12.0,14,3.24,2,False
SC,169,510,no,no,0,116.8,66,19.86,228.8,158,19.45,162.2,75,7.3,6.7,18,1.81,0,False
MD,194,408,yes,no,0,220.9,102,37.55,228.8,144,19.45,231.0,81,10.4,13.4,6,3.62,9,True
WI,25,415,no,no,0,270.8,53,46.04,239.6,107,20.37,219.1,49,9.86,11.0,16,2.97,5,False
NC,58,408,no,yes,2,273.1,153,46.43,252.5,122,21.46,237.5,148,10.69,4.4,9,1.19,7,False
ID,242,415,no,no,0,78.2,124,13.29,239.5,8,20.36,312.0,136,14.04,10.3,18,2.78,6,False
IA,41,510,no,no,0,226.3,116,38.47,42.0,56,3.57,209.0,161,9.4,16.5,17,4.46,6,False
SD,134,415,no,no,0,262.5,64,44.62,221.0,44,18.78,135.6,33,6.1,15.7,7,4.24,1,False
